C:\Program Files\nodejs\node.exe --max-old-space-size=4096 .\main.js
Shape Processing Unit 0.2.0
Thu Jul 08 2021 09:00:39 GMT-0700 (Pacific Daylight Time)

Searching for shapes...
3137 ["IC1RSCISCRSUSO","IC1RSCISCUSLSO","ICRSCLI2SCUSSO","IC1RSCISCRSUSRO","IC1LSCISCLSUSO","IC1LSCISCUSRSO","ICRICRSSRSCRSO","IC1LSCISCUSRSRO"]
3139 ["IC1LSCISCRSO","ICRI2SLCUSSO","IC1RSCISCLSO","ICLI2SRCUSSO","ICI2SLCUSLSO","ICI2SRCUSRSO","IC1LSCISCRSLO","IC1RSCISCLSRO"]
313a ["ICRC2RISCUSSO","ICLC2LISCUSSO","ICLC2LISCUSSLO","ICLC2LISCUSSUO","ICRC2LISCUSRSO","ICRC2RISCUSSLO","ICRC2RISCUSSUO","ICRC2RISCUSSRO"]
313b ["ICRISCUSLSO","ICLISCUSRSO","ICR1RISCUSSO","ICLISCUSRSRO","ICRISCUSLSLO","IC1RISCUSLSO","ICRISCUSLSRO","IC1LISCUSRSO"]
313d ["ICR1SCRSISCSO","IC1RSCLSRISCSO","ICRSRCLSISCSO","IC1LSCRSLISCSO","ICRSRCLSISCSLO","IC1LSCISCRSUSO","IC1RSCISCLSUSO","ICR1SCRSISCSRO"]
313e ["IC1LISCUSSO","IC1RISCUSSO","ICRISC1USSO","ICRISCUSUSO","IC1RISCUSSRO","IC1RISCUSSLO","IC1LISCUSSLO","IC1LISCUSSRO"]
313f ["ICLSISCI2SO","ICRSISCI2SO","IC1LSISCI1SO","ICRSISCI2SLO","IC1RSISCI1SO","ICRSISCI2SRO","ICLSISCI2SLO","ICLSISCI2SRO"]
3151 ["ICRCISCR1SCLSSO","ICLCISCL1SCRSSO"]
3153 ["ICRCRSISCLSCSSO","ICRI1SCRSRCRSSO"]
3154 ["ICRCISCRSLCLSSO","ICLCISCLSRCRSSO"]
3155 ["IICRSSCRSRCRSO","IICRSSCRSLCLSO","IICLSSCLSLCLSO","IICLSSCLSRCRSO","IICRSSC1LCL2SSO","IICRSSCRSRC1LSO","IICRSSCRSRCRSUO","IICLSSCLSRCRSUO"]
3156 ["ICRI1SCRSLCLSSO","ICLI1SCLSRCRSSO"]
3157 ["ICISCL2SSCRSO","IC1ISCLSRSCRSO","IC1ISCRSLSCLSO","ICISCR2SSCLSO","ICISCL2SSCRSUO","ICISCL2SSC1LSO","ICISCR2SSCLSUO","ICISCR2SSC1RSO"]
3159 ["ICI2SRCLSRCRSSO","ICI2SLCRSLCLSSO"]
315c ["IC1RSCRCISC3SSO","IC1LSCLCISC3SSO","ICI2SRCL1SCRSSO","ICI2SRCLSLCLSSO"]
315d ["ICUSLCISCRSUSO","ICUSRCISCLSUSO","IC1ISC1RSCR2SSO","IC1ISC1LSCL2SSO","ICISCRSCLS1LSO","ICISCLSCRS1RSO","ICISCLSC1L2SSO","ICISCRSC1R2SSO"]
315f ["IICRSC1RISCXSSO","IICLSC1LISCXSSO"]
3171 ["ICRCLI3SLCUSSSO","ICRCI3SRCUSSLSO","ICLCRI3SRCUSSSO","ICLCI3SLCUSSRSO"]
3172 ["ICLCI3SLCUSSSO","ICRCI3SRCUSSSO","ICRCI3SRCUSSSLO","ICRCI3SRCUSSSUO","ICRCI3SRCUSSSRO","ICLCI3SLCUSSSLO","ICLCI3SLCUSSSUO","ICLCI3SLCUSSSRO"]
3173 ["ICRCRSISCL1SSO","ICICL3SSCRSUSO","ICICR3SSCLSUSO","ICRSICLCL2SSSO","ICR1RCISCUSLSSO","ICRSLICRSLCRSSO","ICRSICLCL2SSSRO","ICRCRSISCL1SSRO"]
3174 ["IC1RSCRCISCLSSO","IC1LSCLCISCRSSO","ICRCICL4SSCRSSO","ICLCICR4SSCLSSO"]
3175 ["ICRSC1LSISCLSO","IC1RSCLSISC1LSO","ICRSICRSSRCRSO","ICLSC1RSISCRSO","IC1LSCRSISC1RSO","ICRICR3SSSCLSO","ICRSC1LSISCLSRO","ICRSISCRC2LSLSO"]
3176 ["IICRSSLCLSO","IICLSSRCRSO","IICR1SSC1RSO","IICR1SSCL1SO","IICLSSRCRSLO","IICRSSRC1LSO","IICRSSRCR1SO","IICRSSLCLSRO"]
3177 ["ICISISCR2SCXLSO","ICISISCRC2SR2SO","ICISISCL2SCXRSO","ICISISCLC2SL2SO","IICRSSISCRC2RSO","IICLSSISCLC2LSO"]
3179 ["ICICLSRCLSSSO","ICICRSLCRSSSO","IC1RCISCUSLSSO","IC1LCISCUSRSSO","ICICLSRCLSSSRO","ICRICR3SSCLSSO","ICLICL3SSCRSSO","ICICRSLCRSSSLO"]
317c ["IC1RSCISC2LSSO","ICICR3SSCLSSRO","ICICR3SSCLSSO","ICICR3SSCLSSLO","ICICL3SSCRSSO","IC1LSCISC2RSSO","ICICL3SSCRSSRO","ICICL3SSCRSSLO"]
317d ["ICRISCI2SRCLSSO","ICLISCI2SLCRSSO"]
317f ["ICIICR4SSCLSSO","ICIICL4SSCRSSO","ICIICRSSLCLSSO","ICIICLSSRCRSSO","IISCI2SLCRSSO","IISCI2SRCLSSO","IISCI2SRCLSSRO","IISCI2SLCRSSLO"]
3181 ["ICRSISCSLCRSO","ICRSISCSLCRSLO","ICRSISCSRC1RSO","ICRSISCSRCL1SO","ICLSISCSRCLSO","ICLSISCSRCLSUO","ICLSISCSRCLSLO","ICLSISCSRCLSRO"]
3188 ["ICLCISCSRSCRSO","ICRCISCSLSCLSO","ICRCISCSLSCLSLO","ICRCISCSLSCLSUO","ICRCISCSLSCLSRO","ICLCISCSRSCRSLO","ICLCISCSRSCRSUO","ICLCISCSRSCRSRO"]
3189 ["IICRSLCLSSCLSO","IICLSRCRSSCRSO","IICRSLCLSSCLSLO","IICRSLCLSSCLSUO","IICRSLCLSSCLSRO","IICLSRCRSSCRSLO","IICLSRCRSSCRSUO","IICLSRCRSSCRSRO"]
3191 ["ICLISCLSO","ICRISC1LSO","ICRISCRSO","ICRISCR1SO","ICRISCRSLO","ICRISCRSUO","ICRISCRSRO","ICLISCLSRO"]
3193 ["ICRI1SCR1SSO","ICRI1SCRSRSO","ICI2SRCLSRSO","ICRI2SLCRSSO","ICRI2SRCLSUSO","ICLI2SRCLSSO","ICRI2SLCRSSUO","ICI2SLCRSLSO"]
3195 ["ICRC2RISCLSSO","ICRC2RISCLSSLO","ICLC2LISCRSSO","ICLC2LISCRSSLO","ICLC2LISCRSSUO","ICRC2RISCL1SSO","ICRC2RISCLSSUO","ICRC2RISCLSSRO"]
3197 ["IC1LISCRSSO","IC1RISCLSSO","ICRISC1LSSO","ICRISCRSUSO","IC1LISCRSSRO","IC1RISCLSSRO","IC1RISCLSSLO","IC1LISCRSSLO"]
3198 ["ICLCRSISCRSO","ICRC1ISCR1SSO","ICRCLSISCLSO","ICRCLSISC1LSO","ICLCISCLSRSO","ICRCI2SCRSUSO","ICRCISCRSLSO","ICRCISCRSLSUO"]
3199 ["IICLSSCLSO","IICRSSCRSO","IICRSSCRSLO","IICRSSCRSUO","IICRSSCRSRO","IICLSSCLSUO","IICLSSCLSLO","IICLSSCLSRO"]
319a ["ICRCLSI2SRCLSSO","ICRCI3SSRCLSUSO","ICRCI3SRSCL1SSO","ICLCRSI2SLCRSSO","ICLCI3SSRC1RSSO","ICLCI3SLSCR1SSO"]
319b ["IC1ISCRSLSCSO","IC1ISCLSRSCSO","ICISCL2SSCSO","ICRSCI2SCRSSO","ICISCR2SSCSO","ICISCL2SSCSRO","ICLSCI2SCLSSO","ICISCR2SSCSLO"]
319c ["ICRI1SCRSLSO","ICLI1SCLSRSO","ICRI2SRCLSSO","ICI2SRCLSLSO","ICRI2SRCLSSUO","ICLI2SLCRSSO","ICRI2SRC1RSSO","ICI2SRCL1SSO"]
319d ["ICRISCRSLSO","ICLISCLSRSO","ICRISCRSLSLO","ICR1RISCLSSO","IC1RISCLSLSO","ICLISCLSRSRO","ICRISCRSLSRO","IC1RISCL1SSO"]
319e ["IC1LCLSISCLSSO","IC1RCRSISCRSSO","IC1RCRSISCRSSLO","ICRCI2SCRSUSSO","IC1RCRSISCRSSRO","IC1LCLSISCLSSLO","ICRCLSISC1LSSO","IC1LCLSISCLSSRO"]
319f ["ICRII2SCRSSO","ICLII2SCLSSO","ICRII2SC1LSSO","ICRISCI3SL2SO","ICRISCI3SL1SO","ICRII2SCRSSUO","ICRII2SCRSSRO","ICLISCI3SR1SO"]
31ab ["ICRCISCL1SSSCSO","ICLCISCR1SSSCSO"]
31ae ["ICRCISCSL2SSCSO","ICLCISCSR2SSCSO"]
31b1 ["ICRSICLSSUCLSO","ICLSICRSSCL1SO","ICRCI3SLCRSSSO","ICRSICLSSCR1SO","ICLSICRSSC1RSO","ICRSICLSSC1LSO","ICRSICLSSUCLSRO","ICRCI3SLCRSSSLO"]
31b2 ["ICRC1ICL4SSCSSO","ICRCUICR4SSCSSO","ICRCI3SLCUSSLSO","ICRCICR4SSUCSSO","ICRCICRSCS3LSSO","ICLCI3SRCUSSRSO","ICLCICR4SSCSRSO","ICLCICL4SSUCSSO"]
31b3 ["ICRCI2SCUSSSO","ICRSCISCRSRSO","ICICR3SSUCSSO","ICRCI2SCUSSSLO","ICRCI2SCUSSSRO","ICICL3SSUCSSO","ICRSCISCRSRSRO","ICRSCISCRSRSLO"]
31b5 ["ICRCISCSR2SSCSO","ICLCISCSL2SSCSO"]
31b6 ["ICICLSRSCSRSO","IC1LSICRSSLCSO","ICICR3SSCSRSO","ICICRSLSCSLSO","IC1RSICLSSRCSO","ICLICR3SSSCSO","ICRICL3SSSCSO","ICICRSCS2LSSO"]
31b8 ["ICRCICR4SSCSSO","ICRCLI3SRCLSSSO","ICLCICL4SSCSSO","ICRCI3SLCRSSLSO","ICRCICR4SSCSSLO","ICRCICR4SSCSSUO","ICRCICL4SSCSRSO","ICLCRI3SLCRSSSO"]
31b9 ["ICLCI2SCLSSSO","ICLSICLSSRCSO","ICRCI2SCRSSSO","ICRSICRSSLCSO","ICRSICRSSRCSO","ICICL3SSCSRSO","ICRICR3SSSCSO","ICICR3SSCSLSO"]
31ba ["ICLISCR2SSCSO","ICRISCL2SSUCSO","ICLISCR2SSUCSO","ICRISCL2SSCSLO","ICRISCL2SSCSO","ICRISCLSCS1RSO","ICLISCR2SSCSLO","ICRISCL2SSCSRO"]
31bb ["IICRSSISCRC2SO","IICLSSISCLC2SO","IICRSSISCRC2SLO","IICRSSISCRC2SUO","IICRSSISCRC2SRO","IICLSSISCLC2SLO","IICLSSISCLC2SUO","IICLSSISCLC2SRO"]
31bc ["ICICRSLSCSSO","ICICLSRSCSSO","ICICR3SSCSSRO","ICICR3SSCSSO","ICICR3SSCSSLO","ICICL3SSCSSO","ICICRSLSCSSLO","ICICRSLSCSSRO"]
31bd ["ICRCISICRSLSCSO","ICLCISICLSRSCSO"]
31be ["ICRCISICRSSRCSO","ICRCISICRSSLCSO","ICRCISICLSRSCSO","ICLCISICLSSLCSO"]
31bf ["ICISICRSLSCSO","ICISICLSRSCSO","ICIICR4SSSCSO","ICIICL4SSSCSO","ICLIICLSSCS1SO","ICRIICRSSCS1SO","ICISICLSRSCSRO","ICISICRSLSCSLO"]
31d1 ["IC1RSCRCRISCSSO","IC1RSCRCISCSRSO","IC1RSCLCXISCSSO","IC1LSCLCISCSLSO"]
31d3 ["ICLCLSISCSSUO","ICRCRSISCSSUO","ICRCRSISCSSRO","ICRCRSISCSSO","ICRCRSISCSSLO","ICLCLSISCSSRO","ICLCLSISCSSO","ICLCLSISCSSLO"]
31d4 ["IC1RSCRCLISCSSO","IC1RSCRCISCSLSO","IC1LSCLCRISCSSO","IC1LSCLCISCSRSO","ICRSC1RCXISCSSO","ICLSC1LCXISCSSO"]
31d5 ["IC1RSISCRISC2SO","IC1LSISCLISC2SO","ICRSISC1RISCXSO","ICRICRSSCLS1LSO","ICLSISC1LISCXSO","ICLICLSSCRS1RSO"]
31d6 ["ICRCRSISCSLSRO","IC1LCRSISCSRSO","IC1RCLSISCSLSO","ICRCISCRSUSSRO","ICRCISCRSUSSO","ICR1RCLSISCSSO","ICRCRSISCSLSO","ICRCRSISCSLSLO"]
31d7 ["ICRISCI2SRCUSSO","ICLISCI2SLCUSSO"]
31d8 ["IC1RSCRCISCSSO","IC1LSCLCISCSSO","IC1RSCRCISCSSLO","IC1RSCRCISCSSUO","ICLCI3SLCRSSSO","IC1LSCRC1ISCSSO","ICRCI3SRCLSSSO","IC1LSCLCISCSSRO"]
31d9 ["IC1LSCRSISCSO","IC1RSCLSISCSO","ICRSC1LSISCSO","ICLCLSISCSLSO","IC1RSCLSISCSRO","ICLSC1RSISCSO","IC1RCISCLSUSSO","ICRCRSISCSRSO"]
31db ["ICRISCXRSISCSO","IC1RISCXRSISCSO","ICRCISCRSISCSO","IC1LISCXLSISCSO","ICRCISCRSISCSLO","ICRCISCRSISCSRO","ICRISCXRSISCSLO","ICRISCXRSISCSRO"]
31dc ["ICI2SRCR2SSO","ICI2SLCL2SSO","ICI2SRCR2SSLO","IC1RCLSISCSSO","ICI2SRCR2SSRO","ICI2SLCL2SSLO","IC1LCRSISCSSO","ICI2SLCL2SSRO"]
31dd ["ICISISC2RSRC2SO","ICISISC2LSLC2SO","ICISISCRC2SU2SO","ICISISCLC2SU2SO"]
31df ["IISCI2SRCUSSO","IISCI2SLCUSSO","ICUSLCI1SISCSO","ICUSRCI1SISCSO","IISCI2SRCUSSRO","IISCI2SLCUSSLO","IISCI2SLCUSSRO","IISCI2SRCUSSLO"]
31f1 ["ICRSLCRI1SSO","ICR1SCI2SLSO","ICR1SCRI2SSO","IC1RCI2SR2SSO","ICLSRCLI1SSO","ICRSRCI2SRSO","IC1LCI2SL2SSO","ICRSRCLI2SSO"]
31f2 ["ICRSRCUI2SSO","ICR1SCI2SUSO","ICRC2LSI1SSO","ICR1SCUI2SSO","ICLCI23RSSSO","ICRCI23LSSSO","ICLC2RSI1SSO","ICRSRCI2SUSO"]
31f3 ["ICLI1ISCXSSO","ICRI1ISCXSSO","IC1RISC2I2SSO","ICRI1ISCXSSRO","ICRI1ISCXSSLO","IC1LISC2I2SSO","ICLI1ISCXSSRO","ICLI1ISCXSSLO"]
31f4 ["ICRSLCLI1SSO","ICR1SCI2SRSO","IC1LCL2SI1SSO","ICR1SCLI2SSO","ICLSRCRI1SSO","ICRSRCI2SLSO","ICRSRCRI2SSO","IC1RCR2SI1SSO"]
31f5 ["ICRISC2RISCLSSO","ICLISC2LISCRSSO"]
31f6 ["ICRCISCLI1SSO","ICRI1ISCXSLSO","ICI2LISCXSRSO","ICLISC2LI2SSO","ICRI2RISCXSSO","ICRISC2RI3SSO","ICRISC2RI2SSO","ICI2RISCXSLSO"]
31f7 ["IC1ISCRISC1LSSO","IC1ISCRISCRSUSO","ICRCRISCLI2SSSO","ICRCRISCI2SUSSO","ICISC2LISCRSSO","ICRCI2SRSSICXSO","ICISC2RISCLSSO","ICLCLISCI2SUSSO"]
31f8 ["ICR1SCI2SSO","ICRSLCI1SSO","ICRSRCI2SSO","ICLSRCI1SSO","ICRSRCI2SSRO","ICRSRCI2SSLO","ICR1SCI2SSLO","ICR1SCI2SSRO"]
31f9 ["ICRCISCRI1SSO","ICRI1ISCXSRSO","ICI2LISCXSLSO","ICLISC2RI2SSO","ICLI2RISCXSSO","ICI2RISCXSRSO","ICRISC2LI2SSO","ICRI2LISCXSSO"]
31fa ["ICLISC2LSISCSO","ICRISC2RSISCSO","ICRC1ISCLSISCSO","ICRCUISCRSISCSO","ICRISC2RSISCSLO","ICRISC2RSISCSRO","ICLISC2LSISCSLO","ICLISC2LSISCSRO"]
31fb ["IC1ISCRSISCSO","IC1ISCLSISCSO","ICISC2RSISCSO","ICISC2LSISCSO","IC1ISCRSISCSRO","IC1ISCRSISCSLO","IC1ISCLSISCSRO","IC1ISCLSISCSLO"]
31fc ["ICI2LISCXSSO","ICI2RISCXSSO","ICLCISCI1SSO","ICRCISCI1SSO","ICRCISCI1SSLO","ICRCISCI1SSRO","ICLCISCI1SSLO","ICLCISCI1SSRO"]
31fd ["ICLCLI2SSISCSO","ICLCI2SRSISCSO","ICLCISCI1SSLSO","ICRCRI2SSISCSO","ICRCI2SLSISCSO","ICRCISCI1SSRSO","ICRC1ISCI2SSLSO","ICRCUISCI2SRSSO"]
31fe ["ICRCUI1SSISCSO","ICRCUI2SSISCSO","ICRCI2SUSISCSO","ICRCI2SSLISCSO","ICRCRISCI2SSLSO","ICRCRISCI2SRSSO","ICRCUI1SSISCSLO","ICRCUI1SSISCSRO"]
31ff ["ICR1SCII3SSO","ICR1SCII3SSLO","ICLSRCII2SSO","ICR1SCII3SSRO","ICRSLCII2SSO","ICRSRCII3SSO","ICRSRCII3SSLO","ICRSRCII3SSRO"]
3311 ["IISCRSLCO","IISCRC2LSO","IISCRSRCXO","IISCLSRCO","IISCR1SCXO","IISCLSRCLO","IISCRSLCRO","IISCRSLCLO"]
3312 ["ICLSCRISSLISCO","ICRSCLISSRISCO","ICRSLCLSISISCXO","ICRSCLISSRISCLO","ICRSCLISSRISCRO","ICRCI1SSCSLCUSO","ICLSCRISSLISCLO","ICLSCRISSLISCRO"]
3313 ["ICRSISISCXO","ICLSISISCXO","IC1LSISISCO","IC1RSISISCRO","IC1RSISISCO","IC1RSISISCLO","IC1LSISISCRO","IC1LSISISCLO"]
3315 ["IC1RSCRISISC2SO","IC1LSCLISISC2SO","IICLSSCL1SCRSO","IICRSSCR1SCLSO","ICI2SRSCLSRCRSO","ICI2SLSCRSLCLSO","IICRSSCR1SC1RSO","IICRSSCRCLS1LSO"]
3317 ["ICRSCLSICUSSLO","ICRSLCISCUSRSO","ICRSCLSICUSSO","ICRSCLSICUSSUO","ICRSC1ISCUSRSO","ICLSC1ISCUSLSO","ICLSCRSICUSSO","ICLSCRSICUSSUO"]
3318 ["ICISCRSLSLCLSO","ICISCLSRSRCRSO","ICRICLSSC1RCSSO","ICLICRSSC1LCSSO","ICISCRSLSRCR1SO","ICISCRSLSLCLSRO","ICISCLSRSRCRSLO","ICISCLSRSRCRSRO"]
3319 ["ICI2SLSCRSO","ICI2SRSCLSO","ICI2SLSCRSLO","IICLSSC1RSO","IICLSSCL1SO","IICRSSCR1SO","IICRSSC1LSO","ICI2SRSCLSRO"]
331b ["ICLSCSICUSSO","ICRSCSICUSSUO","ICRSCSICUSSO","ICLSCSICUSSUO","ICRSCSICUSSLO","ICRSCSICUSSRO","ICRSCSICUSLSO","ICLSCSICUSSRO"]
331d ["ICRCR2SSISCSO","ICLCL2SSISCSO","ICUSRISCISCSO","ICRCR2SSISCSLO","ICUSLISCISCSO","ICRSLCISCRSUSO","ICRSCLSICUSLSO","ICRCR2SSISCSRO"]
331f ["ICR1SISCI2SO","ICRSRISCI2SO","ICRSLISCI1SO","ICLSRISCI1SO","ICR1SISCI2SLO","ICR1SISCI2SRO","ICRSRISCI2SLO","ICRSRISCI2SRO"]
3331 ["ICR1SISISCXO","ICRSRISISCXO","ICRSLISISCO","ICLSRISISCRO","ICLSRISISCO","ICRSLISISCLO","ICRSLISISCRO","ICLSRISISCLO"]
3333 ["IISCUSO","IISC1USO","IISCUSLO","IISCUSRO"]
3334 ["IC1ISCRSRSRCLSO","IC1ISCLSLSLCRSO","ICR1SICLSSC1RSO","ICR1SICLSSCL1SO","ICRSRICRSSC1LSO","ICRSRICRSSCR1SO"]
3335 ["ICRSRCRSICUSSO","ICISCUSLSLCLSO","ICISCUSRSRCRSO","ICR1SCLSICUSSO","ICR1SC1ISCUSRSO","ICR1SCLSICUSSUO","ICRSRC1ISCUSLSO","ICRSRCRSICUSSUO"]
3336 ["ICR1SICUSSO","ICISCUSLSO","ICISCUSRSO","ICISCUSLSLO","IC1ISCUSRSO","ICRSRICUSSO","IC1ISCUSLSO","ICISCUSRSRO"]
3337 ["ICLCIISCUSSO","ICRCIISCUSSO","ICRCIISCUSSLO","ICRCIISCUSSUO","ICRCIISCUSSRO","ICRCIISCUSRSO","ICLCIISCUSSLO","ICLCIISCUSSUO"]
333d ["ICLSRISCISCSO","ICR1SISC1ISCSO","ICLSRISCISCSLO","ICLSRISCISCSRO","ICRSLISCISCSO","ICRSRISC1ISCSO","ICRSLISCISCSLO","ICRSLISCISCSRO"]
333f ["IIISCUSSO","IIISCUSSLO","IIISCUSSRO","IIISC1USSO"]
3344 ["ICRCISC3SSLCLSO","ICLCISC3SSRCRSO"]
3346 ["ICRSIC1RSSCLSO","IC1RSICRSSC1LSO","IC1RSICRSSCR1SO","ICRICLSSUSCRSO","IC1LSICLSSC1RSO","IC1LSICLSSCL1SO","ICRSIC1RSSCLSRO","ICRICLSSUSCRSLO"]
334c ["IC1RICRSSCR1SSO","IC1LICLSSCL1SSO","ICRIC1RSSCLSRSO","ICRICLSSUCRSLSO"]
334f ["ICIICR3SSLCLSSO","ICIICL3SSRCRSSO"]
3353 ["ICLCRSSICUSSO","ICLCRSSICUSSUO","ICRCLSSICUSSUO","ICRCLSSICUSSO","ICLCRSSICUSSLO","ICLCRSSICUSSRO","ICRCLSSICUSSLO","ICRCLSSICUSSRO"]
3354 ["ICRISC2SSLCLSO","ICLISC2SSRCRSO","ICRISC2SSRC1LSO","ICRISC2SSRCR1SO","ICRISC2SSLCLSRO","ICUSLICLSSC1RSO","ICUSLICLSSCL1SO","ICLISC2SSRCRSLO"]
3355 ["IISCR1SCLSO","IISCRSRCRSO","IISCRSLCLSO","IISCLSRCRSO","IISC1RCR2SSO","IISC1LCL2SSO","IISCR1SC1RSO","IISCRSRC1LSO"]
3356 ["ICISCLSRCRSSO","ICISCRSLCLSSO","ICISCRSLCLSSUO","ICLCRSSRICUSSO","ICISCLSRCRSSUO","ICRCLSSLICUSSO","ICISCRSLCLSSRO","ICISCLSRCRSSLO"]
3357 ["ICRSISISCRC2RSO","ICRSISISCRCL2SO","ICLSISISCRCXLSO","ICLSISISCLC2LSO"]
3359 ["ICLCRSSLICUSSO","IC1RCRSSICUSLSO","IC1RCRSICUSSRSO","ICRCLSSRICUSSO","ICRCLSSICUSLSO","ICRC1ISCUSRSSO","ICRC1ISCUSRSSRO","ICRCLSSRICUSSUO"]
335c ["ICRCRISCUSUSSO","ICRSLCISC2RSSO","IC1LCLSSICUSSO","IC1RCRSSICUSSO","IC1RCRSSICUSSLO","IC1RCRSSICUSSRO","IC1LCLSSICUSSLO","IC1LCLSSICUSSRO"]
335f ["ICRCLSI1SICUSSO","ICLCRSI1SICUSSO","ICI1ISCRSLCLSSO","ICI1ISCLSRCRSSO","ICISCI3RCR3SSSO","ICISCI3LCL3SSSO"]
3362 ["ICRSLCRICUSSO","ICRSLCICUSLSO","ICLSRCLICUSSO","ICLSRCICUSRSO","IC1LSISCRCSSO","IC1LSISCRCSSLO","IC1RSISCLCSSO","IC1RSISCLCSSRO"]
3363 ["ICRSICUSSO","ICLSICUSSO","ICLSICUSSUO","ICLSICUSSLO","ICRSICUSSUO","ICRSICUSSRO","ICRSICUSSLO","ICLSICUSSRO"]
3364 ["ICI2SSRCL1SO","ICI2SSRC1RSO","ICI2SSRCLSLO","ICI2SSRCLSUO","ICI2SSRCLSO","ICI2SSLCRSO","ICI2SSRCLSRO","ICI2SSLCRSLO"]
3365 ["ICLSRCRSICUSSO","ICRSLCLSICUSSO","IC1RCRS1ISCRSSO","IC1LCLS1ISCLSSO","ICRSLCLSICUSSUO","ICRSLCLSICUSSRO","ICRC2SRISC1LSSO","ICLSRCRSICUSSUO"]
3366 ["IISCRSO","IISCLSO","IISC1RSO","IISC1LSO","IISCR1SO","IISCRSLO","IISCRSRO","IISCLSRO"]
3367 ["ICLCIISCLSSO","ICRCIISCRSSO","ICRCIISCRSSLO","ICRCIISCRSSUO","ICRCIISCRSSRO","ICRCIISCLSRSO","ICLCIISCLSSLO","ICLCIISCLSSUO"]
336a ["IC1RCRS1ISCLSSO","IC1LCLS1ISCRSSO","ICR1SC1RSICUSSO","ICRSRC1LSICUSSO","ICRSLCRICUSSUSO","ICRC2SRISC1RSSO","ICLSRCRSIC1USSO","ICLC2SRISCLSUSO"]
336b ["ICRCISCSRICUSSO","ICRCISCSICUSLSO","ICRCICLSSICUSSO","ICLCISCSICUSRSO"]
336c ["IC1LSICUSSO","ICISCRSLSO","ICISCLSRSO","IC1RSICUSSO","ICISCRSLSRO","ICISCLSRSLO","ICISCRSLSLO","ICISCLSRSRO"]
336d ["ICRCISCSLICUSSO","ICRCISCSICUSRSO","ICRCICISCLSRSSO","ICLCISCSRICUSSO","ICLCISCSICUSLSO","ICLCICISCRSLSSO","ICICI2SSRCLSSO","ICICI2SSLCRSSO"]
336e ["ICLCIISCRSSO","ICRCIISCRSRSO","ICRCIISCLSSO","ICRCIISCLSSLO","ICRCIISCLSSUO","ICRCIISCLSSRO","ICLCIISCRSSLO","ICLCIISCRSSUO"]
336f ["ICIISCRSSRO","ICIISCRSSLO","ICIISCLSSLO","ICIISCLSSUO","ICIISCLSSRO","ICIISCLSSO","ICIISCRSSO","ICIISCRSSUO"]
3371 ["ICUSISCLC2SRSO","ICRSLCISCLSUSO","ICUSISCLCR2SSO","ICRC2SRSICUSSO","ICIISCRC43LSSO","ICIISCLC43RSSO","ICRSLCISCLSUSLO","ICRC2SRSICUSSUO"]
3372 ["ICRC2SSICUSSO","ICUSISCLC2SSO","IC1RC2ISCLSSSO","IC1LC2ISCRSSSO","ICUSISCLC2SSUO","ICUSISCLC2SSRO","ICRC2SSICUSSLO","ICRC2SSICUSSUO"]
3373 ["IC1ISISCRSUCSSO","IC1ISISCLSUCSSO","ICUISISCLSCSSO","ICUISISCRSCSSO","ICUISISCRSCSSLO","ICUISISCRSCSSRO","ICUISISCLSCSSLO","ICUISISCLSCSSRO"]
3374 ["ICRSLISCLSO","ICLSRISCRSO","ICR1SISC1RSO","ICR1SISCL1SO","ICLSRISCRSLO","ICRSRISC1LSO","ICRSRISCR1SO","ICRSLISCLSRO"]
3376 ["ICLCISISCRSO","ICRCISISCLSO","ICRCISISCLSLO","ICRCISISCLSUO","ICRCISISCLSRO","ICLCISISCRSLO","ICLCISISCRSUO","ICLCISISCRSRO"]
3377 ["ICLCISISCRSUSO","ICUSRCIISCLSSO","ICUSRCISISCRSO","ICUSLCIISCUSSO","ICUSRCIISCUSSO","ICRCISISCLSUSO","ICRCRSIISC1USSO","ICRCISISCLSUSLO"]
3378 ["ICRISC2SLC2RSSO","ICLISC2SRC2LSSO"]
3379 ["IC1ISISCRSCSRSO","IC1ISISCLSCSLSO","ICIISCUSRSCSSO","ICR1ISISCLSCSSO","ICIISCUSLSCSSO","ICL1ISISCRSCSSO","ICIISCUSRSCSSRO","ICIISCUSLSCSSLO"]
337b ["ICRCIISCUSSSLSO","ICLCIISCUSSSRSO"]
337c ["IC1ISISCRSCSSO","IC1ISISCLSCSSO","IC1ISISCRSCSSLO","ICISISC1RSCSSO","IC1ISISCRSCSSRO","IC1ISISCLSCSSLO","ICISISC1LSCSSO","IC1ISISCLSCSSRO"]
337d ["ICLISCISCLSUSO","ICRISCISCRSUSO","ICRISC1UISCLSSO","ICRISCISCRSUSLO","ICRISCISCRSUSUO","ICRISCISCRSUSRO","ICLISCISCLSUSLO","ICLISCISCLSUSRO"]
337e ["IC1RSCSIISCUSSO","ICLCISISCRSLSO","IC1LSCSIISCUSSO","ICRCISISCLSRSO","ICRSCSIISCUSRSO","ICRCRISISC1RSSO","ICRCISISCLSRSRO","ICLSCSIISCUSLSO"]
337f ["IC1RSCIISCUSSO","IC1LSCIISCRSSO","IC1RSCIISCUSSUO","IC1RSCIISCUSSRO","IC1RSCIISCLSSO","IC1LSCIISCUSSO","IC1RSCIISCLSSUO","IC1RSCIISCLSSRO"]
