0001 [0001]
3fc7 [0007,000c,000f,0003,000f]
3fcc [000c,000c,000f,0003,000f]
3fcd [000d,000c,000f,0003,000f]
3fcf [000f,000c,000f,0003,000f]
3fd1 [0001,000d,000f,0003,000f]
3fd2 [0012,000c,000f,0003,000f]
3fd3 [0003,000d,000f,0003,000f]
3fd4 [0004,000d,000f,0003,000f]
3fd5 [0005,000d,000f,0003,000f]
3fd6 [0006,000d,000f,0003,000f]
3fd7 [0007,000d,000f,0003,000f]
3fd8 [0008,000d,000f,0003,000f]
3fd9 [0009,000d,000f,0003,000f]
3fda [000a,000d,000f,0003,000f]
3fdb [000b,000d,000f,0003,000f]
3fdc [000c,000d,000f,0003,000f]
3fdd [000d,000d,000f,0003,000f]
3fde [000e,000d,000f,0003,000f]
3fdf [000f,000d,000f,0003,000f]
3ff1 [0001,000f,000f,0003,000f]
3ff3 [0003,000f,000f,0003,000f]
3ff4 [0004,000f,000f,0003,000f]
3ff5 [0005,000f,000f,0003,000f]
3ff6 [0006,000f,000f,0003,000f]
3ff7 [0007,000f,000f,0003,000f]
3ffc [000c,000f,000f,0003,000f]
3ffd [000d,000f,000f,0003,000f]
3fff [000f,000f,000f,0003,000f]
5111 [0001,0001,0001,0005,000f]
5112 [0012,0001,0005,000f]
5113 [0003,0001,0001,0005,000f]
5115 [0005,0001,0001,0005,000f]
5116 [0012,0004,0001,0005,000f]
5117 [0007,0001,0001,0005,000f]
511a [0012,0008,0001,0005,000f]
511b [000b,0001,0001,0005,000f]
511e [0012,000c,0001,0005,000f]
511f [000f,0001,0001,0005,000f]
5121 [0121,0005,000f]
5122 [0002,0012,0005,000f]
5123 [0003,0012,0005,000f]
5125 [0121,0004,0005,000f]
5126 [0006,0012,0005,000f]
5127 [0007,0012,0005,000f]
5129 [0121,0008,0005,000f]
512a [000a,0012,0005,000f]
512b [000b,0012,0005,000f]
512d [0121,000c,0005,000f]
512e [000e,0012,0005,000f]
512f [000f,0012,0005,000f]
5131 [0001,0003,0001,0005,000f]
5132 [0002,0003,0001,0005,000f]
5133 [0003,0003,0001,0005,000f]
5135 [0005,0003,0001,0005,000f]
5136 [0006,0003,0001,0005,000f]
5137 [0007,0003,0001,0005,000f]
5138 [0018,0012,0005,000f]
5139 [0009,0003,0001,0005,000f]
513a [000a,0003,0001,0005,000f]
513b [000b,0003,0001,0005,000f]
513c [0018,0024,0001,0005,000f]
513d [000d,0003,0001,0005,000f]
513e [000e,0003,0001,0005,000f]
513f [000f,0003,0001,0005,000f]
5151 [0001,0005,0001,0005,000f]
5153 [0003,0005,0001,0005,000f]
5154 [0004,0005,0001,0005,000f]
5155 [0005,0005,0001,0005,000f]
5156 [0006,0005,0001,0005,000f]
5157 [0007,0005,0001,0005,000f]
515a [0048,0012,0001,0005,000f]
515b [000b,0005,0001,0005,000f]
515e [000e,0005,0001,0005,000f]
515f [000f,0005,0001,0005,000f]
5162 [0002,0012,0004,0005,000f]
5163 [0003,0012,0004,0005,000f]
5164 [0004,0012,0004,0005,000f]
5165 [0005,0012,0004,0005,000f]
5166 [0006,0012,0004,0005,000f]
5167 [0007,0012,0004,0005,000f]
5169 [0048,0121,0005,000f]
516a [000a,0012,0004,0005,000f]
516b [000b,0012,0004,0005,000f]
516c [000c,0012,0004,0005,000f]
516d [000d,0012,0004,0005,000f]
516e [000e,0012,0004,0005,000f]
516f [000f,0012,0004,0005,000f]
5171 [0001,0007,0001,0005,000f]
5172 [0002,0007,0001,0005,000f]
5173 [0003,0007,0001,0005,000f]
5174 [0004,0007,0001,0005,000f]
5175 [0005,0007,0001,0005,000f]
5176 [0006,0007,0001,0005,000f]
5177 [0007,0007,0001,0005,000f]
5178 [0048,0003,0001,0005,000f]
5179 [0009,0007,0001,0005,000f]
517a [000a,0007,0001,0005,000f]
517b [000b,0007,0001,0005,000f]
517c [000c,0007,0001,0005,000f]
517d [000d,0007,0001,0005,000f]
517e [000e,0007,0001,0005,000f]
517f [000f,0007,0001,0005,000f]
51a2 [0002,0012,0008,0005,000f]
51a3 [0003,0012,0008,0005,000f]
51a5 [0084,0121,0005,000f]
51a6 [0006,0012,0008,0005,000f]
51a7 [0007,0012,0008,0005,000f]
51aa [000a,0012,0008,0005,000f]
51ab [000b,0012,0008,0005,000f]
51ae [000e,0012,0008,0005,000f]
51af [000f,0012,0008,0005,000f]
51b1 [0001,000b,0001,0005,000f]
51b2 [0002,000b,0001,0005,000f]
51b3 [0003,000b,0001,0005,000f]
51b5 [0005,000b,0001,0005,000f]
51b6 [0006,000b,0001,0005,000f]
51b7 [0007,000b,0001,0005,000f]
51ba [000a,000b,0001,0005,000f]
51bb [000b,000b,0001,0005,000f]
51be [000e,000b,0001,0005,000f]
51bf [000f,000b,0001,0005,000f]
51e2 [0002,0012,000c,0005,000f]
51e3 [0003,0012,000c,0005,000f]
51e4 [0004,0012,000c,0005,000f]
51e5 [0005,0012,000c,0005,000f]
51e6 [0006,0012,000c,0005,000f]
51e7 [0007,0012,000c,0005,000f]
51ea [000a,0012,000c,0005,000f]
51eb [000b,0012,000c,0005,000f]
51ee [000e,0012,000c,0005,000f]
51ef [000f,0012,000c,0005,000f]
51f1 [0001,000f,0001,0005,000f]
51f2 [0002,000f,0001,0005,000f]
51f3 [0003,000f,0001,0005,000f]
51f4 [0004,000f,0001,0005,000f]
51f5 [0005,000f,0001,0005,000f]
51f6 [0006,000f,0001,0005,000f]
51f7 [0007,000f,0001,0005,000f]
51fa [000a,000f,0001,0005,000f]
51fb [000b,000f,0001,0005,000f]
51fe [000e,000f,0001,0005,000f]
51ff [000f,000f,0001,0005,000f]
5211 [0001,0121,0004,000f]
5212 [1212,0004,000f]
5213 [0003,0121,0004,000f]
5215 [0005,0121,0004,000f]
5216 [1212,0004,0004,000f]
5217 [0007,0121,0004,000f]
5219 [0009,0121,0004,000f]
521a [1212,0008,0004,000f]
521b [000b,0121,0004,000f]
521d [000d,0121,0004,000f]
521e [1212,000c,0004,000f]
521f [000f,0121,0004,000f]
5221 [0021,0012,0004,000f]
5222 [0002,0002,0012,0004,000f]
5223 [0003,0002,0012,0004,000f]
5225 [0021,0004,0012,0004,000f]
5227 [0007,0002,0012,0004,000f]
5229 [0021,0008,0012,0004,000f]
522a [000a,0002,0012,0004,000f]
522b [000b,0002,0012,0004,000f]
522d [0021,000c,0012,0004,000f]
522f [000f,0002,0012,0004,000f]
5231 [0001,0003,0012,0004,000f]
5232 [0002,0003,0012,0004,000f]
5233 [0003,0003,0012,0004,000f]
5234 [0024,0121,0004,000f]
5235 [0005,0003,0012,0004,000f]
5236 [0006,0003,0012,0004,000f]
5237 [0007,0003,0012,0004,000f]
5239 [0009,0003,0012,0004,000f]
523a [000a,0003,0012,0004,000f]
523b [000b,0003,0012,0004,000f]
523c [0018,0024,0012,0004,000f]
523d [000d,0003,0012,0004,000f]
523e [000e,0003,0012,0004,000f]
523f [000f,0003,0012,0004,000f]
5251 [0001,0121,0004,0004,000f]
5253 [0003,0121,0004,0004,000f]
5255 [0005,0121,0004,0004,000f]
5257 [0007,0121,0004,0004,000f]
5259 [0009,0121,0004,0004,000f]
525a [0048,1212,0004,000f]
525b [000b,0121,0004,0004,000f]
525d [000d,0121,0004,0004,000f]
525f [000f,0121,0004,0004,000f]
5271 [0001,0007,0012,0004,000f]
5272 [0002,0007,0012,0004,000f]
5273 [0003,0007,0012,0004,000f]
5275 [0005,0007,0012,0004,000f]
5277 [0007,0007,0012,0004,000f]
5279 [0009,0007,0012,0004,000f]
527a [000a,0007,0012,0004,000f]
527b [000b,0007,0012,0004,000f]
527d [000d,0007,0012,0004,000f]
527f [000f,0007,0012,0004,000f]
5291 [0001,0121,0008,0004,000f]
5293 [0003,0121,0008,0004,000f]
5295 [0005,0121,0008,0004,000f]
5296 [0084,1212,0004,000f]
5297 [0007,0121,0008,0004,000f]
5298 [0008,0121,0008,0004,000f]
5299 [0009,0121,0008,0004,000f]
529a [000a,0121,0008,0004,000f]
529b [000b,0121,0008,0004,000f]
529c [000c,0121,0008,0004,000f]
529d [000d,0121,0008,0004,000f]
529e [000e,0121,0008,0004,000f]
529f [000f,0121,0008,0004,000f]
52a2 [0002,000a,0012,0004,000f]
52a3 [0003,000a,0012,0004,000f]
52a5 [0084,0021,0012,0004,000f]
52a7 [0007,000a,0012,0004,000f]
52a8 [0008,000a,0012,0004,000f]
52a9 [0009,000a,0012,0004,000f]
52aa [000a,000a,0012,0004,000f]
52ab [000b,000a,0012,0004,000f]
52ad [000d,000a,0012,0004,000f]
52af [000f,000a,0012,0004,000f]
52b1 [0001,000b,0012,0004,000f]
52b2 [0002,000b,0012,0004,000f]
52b3 [0003,000b,0012,0004,000f]
52b4 [0084,0003,0012,0004,000f]
52b5 [0005,000b,0012,0004,000f]
52b6 [0006,000b,0012,0004,000f]
52b7 [0007,000b,0012,0004,000f]
52b8 [0008,000b,0012,0004,000f]
52b9 [0009,000b,0012,0004,000f]
52ba [000a,000b,0012,0004,000f]
52bb [000b,000b,0012,0004,000f]
52bc [000c,000b,0012,0004,000f]
52bd [000d,000b,0012,0004,000f]
52be [000e,000b,0012,0004,000f]
52bf [000f,000b,0012,0004,000f]
52d1 [0001,0121,000c,0004,000f]
52d3 [0003,0121,000c,0004,000f]
52d5 [0005,0121,000c,0004,000f]
52d7 [0007,0121,000c,0004,000f]
52d8 [0008,0121,000c,0004,000f]
52d9 [0009,0121,000c,0004,000f]
52da [000a,0121,000c,0004,000f]
52db [000b,0121,000c,0004,000f]
52dd [000d,0121,000c,0004,000f]
52df [000f,0121,000c,0004,000f]
52f1 [0001,000f,0012,0004,000f]
52f2 [0002,000f,0012,0004,000f]
52f3 [0003,000f,0012,0004,000f]
52f5 [0005,000f,0012,0004,000f]
52f7 [0007,000f,0012,0004,000f]
52f8 [0008,000f,0012,0004,000f]
52f9 [0009,000f,0012,0004,000f]
52fa [000a,000f,0012,0004,000f]
52fb [000b,000f,0012,0004,000f]
52fd [000d,000f,0012,0004,000f]
52ff [000f,000f,0012,0004,000f]
5311 [0001,0001,0003,0005,000f]
5312 [0012,0003,0005,000f]
5313 [0003,0001,0003,0005,000f]
5315 [0005,0001,0003,0005,000f]
5316 [0012,0004,0003,0005,000f]
5317 [0007,0001,0003,0005,000f]
5318 [0018,0003,0005,000f]
5319 [0009,0001,0003,0005,000f]
531a [0012,0008,0003,0005,000f]
531b [000b,0001,0003,0005,000f]
531c [0018,0004,0003,0005,000f]
531d [000d,0001,0003,0005,000f]
531e [0012,000c,0003,0005,000f]
531f [000f,0001,0003,0005,000f]
5321 [0021,0003,0005,000f]
5322 [0002,0002,0003,0005,000f]
5323 [0003,0002,0003,0005,000f]
5324 [0024,0003,0005,000f]
5325 [0021,0004,0003,0005,000f]
5326 [0006,0002,0003,0005,000f]
5327 [0007,0002,0003,0005,000f]
5329 [0021,0008,0003,0005,000f]
532a [000a,0002,0003,0005,000f]
532b [000b,0002,0003,0005,000f]
532c [0024,0008,0003,0005,000f]
532d [0021,000c,0003,0005,000f]
532e [000e,0002,0003,0005,000f]
532f [000f,0002,0003,0005,000f]
5331 [0001,0003,0003,0005,000f]
5332 [0002,0003,0003,0005,000f]
5333 [0003,0003,0003,0005,000f]
5334 [0024,0001,0003,0005,000f]
5335 [0005,0003,0003,0005,000f]
5336 [0006,0003,0003,0005,000f]
5337 [0007,0003,0003,0005,000f]
5338 [0018,0002,0003,0005,000f]
5339 [0009,0003,0003,0005,000f]
533a [000a,0003,0003,0005,000f]
533b [000b,0003,0003,0005,000f]
533c [0018,0024,0003,0005,000f]
533d [000d,0003,0003,0005,000f]
533e [000e,0003,0003,0005,000f]
533f [000f,0003,0003,0005,000f]
5342 [4242,0001,0001,000f]
5343 [4242,0001,0001,0001,000f]
5344 [0004,0424,0001,0001,000f]
5345 [0005,0424,0001,0001,000f]
5346 [0006,0424,0001,0001,000f]
5347 [0007,0424,0001,0001,000f]
534a [0048,0002,0003,0005,000f]
534b [0048,0003,0003,0005,000f]
534c [000c,0424,0001,0001,000f]
534d [000d,0424,0001,0001,000f]
534e [000e,0424,0001,0001,000f]
534f [000f,0424,0001,0001,000f]
5351 [0001,0005,0003,0005,000f]
5352 [0012,0424,0001,0001,000f]
5353 [0003,0005,0003,0005,000f]
5354 [0004,0005,0003,0005,000f]
5355 [0005,0005,0003,0005,000f]
5356 [0006,0005,0003,0005,000f]
5357 [0007,0005,0003,0005,000f]
5358 [0048,0001,0003,0005,000f]
5359 [0009,0005,0003,0005,000f]
535a [0048,0012,0003,0005,000f]
535b [000b,0005,0003,0005,000f]
535c [000c,0005,0003,0005,000f]
535d [000d,0005,0003,0005,000f]
535e [000e,0005,0003,0005,000f]
535f [000f,0005,0003,0005,000f]
5361 [0021,0424,0001,0001,000f]
5362 [0002,0006,0003,0005,000f]
5363 [0003,0006,0003,0005,000f]
5364 [0004,0006,0003,0005,000f]
5365 [0005,0006,0003,0005,000f]
5366 [0006,0006,0003,0005,000f]
5367 [0007,0006,0003,0005,000f]
5369 [0048,0021,0003,0005,000f]
536a [000a,0006,0003,0005,000f]
536b [000b,0006,0003,0005,000f]
536c [000c,0006,0003,0005,000f]
536d [000d,0006,0003,0005,000f]
536e [000e,0006,0003,0005,000f]
536f [000f,0006,0003,0005,000f]
5371 [0001,0007,0003,0005,000f]
5372 [0002,0007,0003,0005,000f]
5373 [0003,0007,0003,0005,000f]
5374 [0004,0007,0003,0005,000f]
5375 [0005,0007,0003,0005,000f]
5376 [0006,0007,0003,0005,000f]
5377 [0007,0007,0003,0005,000f]
5378 [0048,0003,0003,0005,000f]
5379 [0009,0007,0003,0005,000f]
537a [000a,0007,0003,0005,000f]
537b [000b,0007,0003,0005,000f]
537c [000c,0007,0003,0005,000f]
537d [000d,0007,0003,0005,000f]
537e [000e,0007,0003,0005,000f]
537f [000f,0007,0003,0005,000f]
5381 [0181,0012,0004,000f]
5383 [0181,0002,0012,0004,000f]
5385 [0084,0001,0003,0005,000f]
5387 [0084,0003,0003,0005,000f]
5388 [0008,0018,0012,0004,000f]
5389 [0009,0018,0012,0004,000f]
538a [000a,0018,0012,0004,000f]
538b [000b,0018,0012,0004,000f]
538c [000c,0018,0012,0004,000f]
538d [000d,0018,0012,0004,000f]
538e [000e,0018,0012,0004,000f]
538f [000f,0018,0012,0004,000f]
5391 [0001,0009,0003,0005,000f]
5392 [0012,0018,0012,0004,000f]
5393 [0003,0009,0003,0005,000f]
5395 [0005,0009,0003,0005,000f]
5396 [0084,0012,0003,0005,000f]
5397 [0007,0009,0003,0005,000f]
5398 [0008,0009,0003,0005,000f]
5399 [0009,0009,0003,0005,000f]
539a [000a,0009,0003,0005,000f]
539b [000b,0009,0003,0005,000f]
539c [000c,0009,0003,0005,000f]
539d [000d,0009,0003,0005,000f]
539e [000e,0009,0003,0005,000f]
539f [000f,0009,0003,0005,000f]
53a1 [0021,0018,0012,0004,000f]
53a2 [0002,000a,0003,0005,000f]
53a3 [0003,000a,0003,0005,000f]
53a4 [0084,0002,0003,0005,000f]
53a5 [0084,0021,0003,0005,000f]
53a6 [0006,000a,0003,0005,000f]
53a7 [0007,000a,0003,0005,000f]
53a8 [0008,000a,0003,0005,000f]
53a9 [0009,000a,0003,0005,000f]
53aa [000a,000a,0003,0005,000f]
53ab [000b,000a,0003,0005,000f]
53ac [000c,000a,0003,0005,000f]
53ad [000d,000a,0003,0005,000f]
53ae [000e,000a,0003,0005,000f]
53af [000f,000a,0003,0005,000f]
53b1 [0001,000b,0003,0005,000f]
53b2 [0002,000b,0003,0005,000f]
53b3 [0003,000b,0003,0005,000f]
53b4 [0084,0003,0003,0005,000f]
53b5 [0005,000b,0003,0005,000f]
53b6 [0006,000b,0003,0005,000f]
53b7 [0007,000b,0003,0005,000f]
53b8 [0008,000b,0003,0005,000f]
53b9 [0009,000b,0003,0005,000f]
53ba [000a,000b,0003,0005,000f]
53bb [000b,000b,0003,0005,000f]
53bc [000c,000b,0003,0005,000f]
53bd [000d,000b,0003,0005,000f]
53be [000e,000b,0003,0005,000f]
53bf [000f,000b,0003,0005,000f]
53c1 [0181,0424,0001,000f]
53c2 [4242,0018,0001,000f]
53c3 [0181,4242,0001,000f]
53c4 [0004,0018,0424,0001,000f]
53c5 [0005,0018,0424,0001,000f]
53c6 [0006,0018,0424,0001,000f]
53c7 [0007,0018,0424,0001,000f]
53c8 [0008,0018,0424,0001,000f]
53c9 [0009,0018,0424,0001,000f]
53ca [000a,0018,0424,0001,000f]
53cb [000b,0018,0424,0001,000f]
53cc [000c,0018,0424,0001,000f]
53cd [000d,0018,0424,0001,000f]
53ce [000e,0018,0424,0001,000f]
53cf [000f,0018,0424,0001,000f]
53d1 [0001,000d,0003,0005,000f]
53d2 [0012,0018,0424,0001,000f]
53d3 [0003,000d,0003,0005,000f]
53d4 [0004,000d,0003,0005,000f]
53d5 [0005,000d,0003,0005,000f]
53d6 [0006,000d,0003,0005,000f]
53d7 [0007,000d,0003,0005,000f]
53d8 [0008,000d,0003,0005,000f]
53d9 [0009,000d,0003,0005,000f]
53da [000a,000d,0003,0005,000f]
53db [000b,000d,0003,0005,000f]
53dc [000c,000d,0003,0005,000f]
53dd [000d,000d,0003,0005,000f]
53de [000e,000d,0003,0005,000f]
53df [000f,000d,0003,0005,000f]
53e1 [0021,0018,0424,0001,000f]
53e2 [0002,000e,0003,0005,000f]
53e3 [0003,000e,0003,0005,000f]
53e4 [0004,000e,0003,0005,000f]
53e5 [0005,000e,0003,0005,000f]
53e6 [0006,000e,0003,0005,000f]
53e7 [0007,000e,0003,0005,000f]
53e8 [0008,000e,0003,0005,000f]
53e9 [0009,000e,0003,0005,000f]
53ea [000a,000e,0003,0005,000f]
53eb [000b,000e,0003,0005,000f]
53ec [000c,000e,0003,0005,000f]
53ed [000d,000e,0003,0005,000f]
53ee [000e,000e,0003,0005,000f]
53ef [000f,000e,0003,0005,000f]
53f1 [0001,000f,0003,0005,000f]
53f2 [0002,000f,0003,0005,000f]
53f3 [0003,000f,0003,0005,000f]
53f4 [0004,000f,0003,0005,000f]
53f5 [0005,000f,0003,0005,000f]
53f6 [0006,000f,0003,0005,000f]
53f7 [0007,000f,0003,0005,000f]
53f8 [0008,000f,0003,0005,000f]
53f9 [0009,000f,0003,0005,000f]
53fa [000a,000f,0003,0005,000f]
53fb [000b,000f,0003,0005,000f]
53fc [000c,000f,0003,0005,000f]
53fd [000d,000f,0003,0005,000f]
53fe [000e,000f,0003,0005,000f]
53ff [000f,000f,0003,0005,000f]
5511 [0001,0001,0005,0005,000f]
5512 [0012,0005,0005,000f]
5513 [0003,0001,0005,0005,000f]
5515 [0005,0001,0005,0005,000f]
5516 [0012,0004,0005,0005,000f]
5517 [0007,0001,0005,0005,000f]
551a [0012,0008,0005,0005,000f]
551b [000b,0001,0005,0005,000f]
551e [0012,000c,0005,0005,000f]
551f [000f,0001,0005,0005,000f]
5521 [0121,0004,0005,000f]
5522 [0002,0012,0004,0005,000f]
5523 [0003,0012,0004,0005,000f]
5525 [0121,0004,0004,0005,000f]
5527 [0007,0012,0004,0005,000f]
5529 [0121,0008,0004,0005,000f]
552a [000a,0012,0004,0005,000f]
552b [000b,0012,0004,0005,000f]
552d [0121,000c,0004,0005,000f]
552f [000f,0012,0004,0005,000f]
5531 [0001,0003,0005,0005,000f]
5532 [0002,0003,0005,0005,000f]
5533 [0003,0003,0005,0005,000f]
5534 [0424,0001,0001,0005,000f]
5535 [0005,0003,0005,0005,000f]
5536 [0006,0003,0005,0005,000f]
5537 [0007,0003,0005,0005,000f]
5538 [0018,0012,0004,0005,000f]
5539 [0009,0003,0005,0005,000f]
553a [000a,0003,0005,0005,000f]
553b [000b,0003,0005,0005,000f]
553c [0018,0424,0001,0005,000f]
553d [000d,0003,0005,0005,000f]
553e [000e,0003,0005,0005,000f]
553f [000f,0003,0005,0005,000f]
5551 [0001,0005,0005,0005,000f]
5552 [0012,0004,0005,0005,000f]
5553 [0003,0005,0005,0005,000f]
5555 [0005,0005,0005,0005,000f]
5557 [0007,0005,0005,0005,000f]
555a [0048,0012,0005,0005,000f]
555b [000b,0005,0005,0005,000f]
555f [000f,0005,0005,0005,000f]
5571 [0001,0007,0005,0005,000f]
5572 [0002,0007,0005,0005,000f]
5573 [0003,0007,0005,0005,000f]
5575 [0005,0007,0005,0005,000f]
5577 [0007,0007,0005,0005,000f]
5578 [0048,0003,0005,0005,000f]
5579 [0009,0007,0005,0005,000f]
557a [000a,0007,0005,0005,000f]
557b [000b,0007,0005,0005,000f]
557d [000d,0007,0005,0005,000f]
557f [000f,0007,0005,0005,000f]
55a1 [0121,0048,0005,000f]
55a2 [0002,0048,0012,0005,000f]
55a3 [0003,0048,0012,0005,000f]
55a5 [0484,0121,0005,000f]
55a7 [0007,0048,0012,0005,000f]
55aa [000a,0048,0012,0005,000f]
55ab [000b,0048,0012,0005,000f]
55af [000f,0048,0012,0005,000f]
55b1 [0001,000b,0005,0005,000f]
55b2 [0002,000b,0005,0005,000f]
55b3 [0003,000b,0005,0005,000f]
55b4 [0484,0003,0001,0005,000f]
55b5 [0005,000b,0005,0005,000f]
55b6 [0006,000b,0005,0005,000f]
55b7 [0007,000b,0005,0005,000f]
55ba [000a,000b,0005,0005,000f]
55bb [000b,000b,0005,0005,000f]
55be [000e,000b,0005,0005,000f]
55bf [000f,000b,0005,0005,000f]
55f1 [0001,000f,0005,0005,000f]
55f2 [0002,000f,0005,0005,000f]
55f3 [0003,000f,0005,0005,000f]
55f5 [0005,000f,0005,0005,000f]
55f7 [0007,000f,0005,0005,000f]
55fa [000a,000f,0005,0005,000f]
55fb [000b,000f,0005,0005,000f]
55ff [000f,000f,0005,0005,000f]
5711 [0001,0001,0007,0005,000f]
5712 [0012,0007,0005,000f]
5713 [0003,0001,0007,0005,000f]
5715 [0005,0001,0007,0005,000f]
5716 [0012,0004,0007,0005,000f]
5717 [0007,0001,0007,0005,000f]
5718 [0018,0007,0005,000f]
5719 [0009,0001,0007,0005,000f]
571a [0012,0008,0007,0005,000f]
571b [000b,0001,0007,0005,000f]
571c [0018,0004,0007,0005,000f]
571d [000d,0001,0007,0005,000f]
571e [0012,000c,0007,0005,000f]
571f [000f,0001,0007,0005,000f]
5721 [0021,0007,0005,000f]
5722 [0002,0002,0007,0005,000f]
5723 [0003,0002,0007,0005,000f]
5725 [0021,0004,0007,0005,000f]
5727 [0007,0002,0007,0005,000f]
5729 [0021,0008,0007,0005,000f]
572a [000a,0002,0007,0005,000f]
572b [000b,0002,0007,0005,000f]
572d [0021,000c,0007,0005,000f]
572f [000f,0002,0007,0005,000f]
5731 [0001,0003,0007,0005,000f]
5732 [0002,0003,0007,0005,000f]
5733 [0003,0003,0007,0005,000f]
5734 [0024,0001,0007,0005,000f]
5735 [0005,0003,0007,0005,000f]
5736 [0006,0003,0007,0005,000f]
5737 [0007,0003,0007,0005,000f]
5738 [0018,0002,0007,0005,000f]
5739 [0009,0003,0007,0005,000f]
573a [000a,0003,0007,0005,000f]
573b [000b,0003,0007,0005,000f]
573c [0018,0024,0007,0005,000f]
573d [000d,0003,0007,0005,000f]
573e [000e,0003,0007,0005,000f]
573f [000f,0003,0007,0005,000f]
5751 [0001,0005,0007,0005,000f]
5752 [0012,0004,0007,0005,000f]
5753 [0003,0005,0007,0005,000f]
5755 [0005,0005,0007,0005,000f]
5757 [0007,0005,0007,0005,000f]
5758 [0048,0001,0007,0005,000f]
5759 [0009,0005,0007,0005,000f]
575a [0048,0012,0007,0005,000f]
575b [000b,0005,0007,0005,000f]
575d [000d,0005,0007,0005,000f]
575f [000f,0005,0007,0005,000f]
5771 [0001,0007,0007,0005,000f]
5772 [0002,0007,0007,0005,000f]
5773 [0003,0007,0007,0005,000f]
5775 [0005,0007,0007,0005,000f]
5777 [0007,0007,0007,0005,000f]
5778 [0048,0003,0007,0005,000f]
5779 [0009,0007,0007,0005,000f]
577a [000a,0007,0007,0005,000f]
577b [000b,0007,0007,0005,000f]
577d [000d,0007,0007,0005,000f]
577f [000f,0007,0007,0005,000f]
5781 [0181,0006,0005,000f]
5783 [0181,0002,0006,0005,000f]
5785 [0484,0001,0003,0005,000f]
5787 [0484,0003,0003,0005,000f]
5788 [0008,0048,0003,0005,000f]
5789 [0009,0048,0003,0005,000f]
578a [000a,0048,0003,0005,000f]
578b [000b,0048,0003,0005,000f]
578d [000d,0048,0003,0005,000f]
578f [000f,0048,0003,0005,000f]
5791 [0001,0009,0007,0005,000f]
5792 [0012,0048,0003,0005,000f]
5793 [0003,0009,0007,0005,000f]
5794 [0484,0001,0003,0005,000f]
5795 [0005,0009,0007,0005,000f]
5796 [0484,0012,0003,0005,000f]
5797 [0007,0009,0007,0005,000f]
5798 [0008,0009,0007,0005,000f]
5799 [0009,0009,0007,0005,000f]
579a [000a,0009,0007,0005,000f]
579b [000b,0009,0007,0005,000f]
579c [000c,0009,0007,0005,000f]
579d [000d,0009,0007,0005,000f]
579e [000e,0009,0007,0005,000f]
579f [000f,0009,0007,0005,000f]
57a1 [0021,0048,0003,0005,000f]
57a2 [0002,000a,0007,0005,000f]
57a3 [0003,000a,0007,0005,000f]
57a5 [0484,0021,0003,0005,000f]
57a7 [0007,000a,0007,0005,000f]
57a8 [0008,000a,0007,0005,000f]
57a9 [0009,000a,0007,0005,000f]
57aa [000a,000a,0007,0005,000f]
57ab [000b,000a,0007,0005,000f]
57ad [000d,000a,0007,0005,000f]
57af [000f,000a,0007,0005,000f]
57b1 [0001,000b,0007,0005,000f]
57b2 [0002,000b,0007,0005,000f]
57b3 [0003,000b,0007,0005,000f]
57b4 [0484,0003,0003,0005,000f]
57b5 [0005,000b,0007,0005,000f]
57b6 [0006,000b,0007,0005,000f]
57b7 [0007,000b,0007,0005,000f]
57b8 [0008,000b,0007,0005,000f]
57b9 [0009,000b,0007,0005,000f]
57ba [000a,000b,0007,0005,000f]
57bb [000b,000b,0007,0005,000f]
57bc [000c,000b,0007,0005,000f]
57bd [000d,000b,0007,0005,000f]
57be [000e,000b,0007,0005,000f]
57bf [000f,000b,0007,0005,000f]
57d1 [0001,000d,0007,0005,000f]
57d2 [0012,000c,0007,0005,000f]
57d3 [0003,000d,0007,0005,000f]
57d5 [0005,000d,0007,0005,000f]
57d7 [0007,000d,0007,0005,000f]
57d8 [0008,000d,0007,0005,000f]
57d9 [0009,000d,0007,0005,000f]
57da [000a,000d,0007,0005,000f]
57db [000b,000d,0007,0005,000f]
57dd [000d,000d,0007,0005,000f]
57df [000f,000d,0007,0005,000f]
57f1 [0001,000f,0007,0005,000f]
57f2 [0002,000f,0007,0005,000f]
57f3 [0003,000f,0007,0005,000f]
57f5 [0005,000f,0007,0005,000f]
57f7 [0007,000f,0007,0005,000f]
57f8 [0008,000f,0007,0005,000f]
57f9 [0009,000f,0007,0005,000f]
57fa [000a,000f,0007,0005,000f]
57fb [000b,000f,0007,0005,000f]
57fd [000d,000f,0007,0005,000f]
57ff [000f,000f,0007,0005,000f]
5a11 [0001,0121,0048,000f]
5a12 [1212,0048,000f]
5a13 [0003,0121,0048,000f]
5a15 [0005,0121,0048,000f]
5a16 [1212,0004,0048,000f]
5a17 [0007,0121,0048,000f]
5a1a [1212,0008,0048,000f]
5a1b [000b,0121,0048,000f]
5a1e [1212,000c,0048,000f]
5a1f [000f,0121,0048,000f]
5a21 [0021,0048,0012,000f]
5a22 [0002,0002,0048,0012,000f]
5a23 [0003,0002,0048,0012,000f]
5a25 [0021,0004,0048,0012,000f]
5a27 [0007,0002,0048,0012,000f]
5a29 [0021,0008,0048,0012,000f]
5a2a [000a,0002,0048,0012,000f]
5a2b [000b,0002,0048,0012,000f]
5a2d [0021,000c,0048,0012,000f]
5a2f [000f,0002,0048,0012,000f]
5a31 [0001,0003,0048,0012,000f]
